project_id,project_title,product_name,project_kind,final_object_type,build_mode,runtime_target,operational_end_state,full_build_definition,minimum_operational_release,required_modules_to_build,source_application_count,passage_contract_count,source_status,source_actions_before_claim,test_suite,acceptance_tests,readiness_score,promotion_stage,current_status,launch_or_review_path,first_full_build,next_implementation_steps,public_claim_now,blocking_gates,claim_boundary,contract_href,flagship
mb-narrative-furnace-handoff-pack-2026-04-14,Narrative Furnace,Narrative Furnace,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Narrative Furnace: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,4,6 source-application rows; 4 active passage contracts; 0 unlocated source candidates.,"Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",88,full-build candidate; execute minimum operational release next,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `mb-narrative-furnace-handoff-pack-2026-04-14`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"May claim a full-build candidate exists with proof and source contracts; do not claim deployment, outside validation, or production readiness until live execution and passage verification are recorded.",passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-narrative-furnace-handoff-pack-2026-04-14/index.html,no
native-russia-security-desk,Russia Security Desk,Russia Security Desk,research workflow software,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Russia Security Desk: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",88,full-build candidate; execute minimum operational release next,specified proof plan; needs live or replayable demonstrator,"Create or open the local runtime slice for `native-russia-security-desk`, then execute the fixture-to-output workflow and capture the result.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"May claim a full-build candidate exists with proof and source contracts; do not claim deployment, outside validation, or production readiness until live execution and passage verification are recorded.",passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/native-russia-security-desk/index.html,no
bias-atlas,Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman,Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman,method atlas / taxonomy,analytic method or human-AI evaluation module,analytic instrument build,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.","An instrument with input, rule or rubric, analyst action, scoring or classification output, replay log, falsifier, and evidence-bound acceptance criteria.","A usable instrument for Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman: sample input, analytic rule, analyst or model action, output, scoring or review gate, and falsification test.",source registry | output mapping | claim boundary | close-read queue,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,"Run the instrument on a sample input; verify rule application, output trace, scoring/review decision, falsifier, and claim ceiling.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the instrument contract for `bias-atlas`, run the sample input through the rule/rubric, and capture the output and falsifier.","Add one classified example that travels through the taxonomy: observed failure or bias, category assignment, rival category, reviewer decision, and resulting mitigation.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,live capture and outside-use evidence before deployment or validation claims,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/bias-atlas/index.html,no
genocide-lab,Comparative Genocide Lab - comparative analysis of mass political violence across ten canonical dimensions,Comparative Genocide Lab - comparative analysis of mass political violence across ten canonical dimensions,structured analysis room,analytic method or human-AI evaluation module,analytic instrument build,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.","An instrument with input, rule or rubric, analyst action, scoring or classification output, replay log, falsifier, and evidence-bound acceptance criteria.","A usable instrument for Comparative Genocide Lab - comparative analysis of mass political violence across ten canonical dimensions: sample input, analytic rule, analyst or model action, output, scoring or review gate, and falsification test.",baseline answer | structured review | human delta | confidence gate,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output","Run the instrument on a sample input; verify rule application, output trace, scoring/review decision, falsifier, and claim ceiling.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the instrument contract for `genocide-lab`, run the sample input through the rule/rubric, and capture the output and falsifier.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,live capture and outside-use evidence before deployment or validation claims,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/genocide-lab/index.html,no
mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3,13 snapshot workbooks; 11-phase build scaffold - AI-assisted methods,13 snapshot workbooks; 11-phase build scaffold - AI-assisted methods,master-bundle artifact / archive router,analytic method or human-AI evaluation module,manuscript and publication system,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.","A manuscript system with chapter or section structure, source-governed argument logic, revision state, passage targets, reader-facing output, and publication-readiness checks.","A chapter or manuscript release slice for 13 snapshot workbooks; 11-phase build scaffold - AI-assisted methods: outline, argument state, source/passages used, revision rules, public title logic, and next reader-facing output.",item registry | authority classifier | route selector | promotion decision,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Inspect outline, source/passages, argument movement, revision status, public title logic, and continuity with the declared book or publication role.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the manuscript/project contract for `mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3`, select one chapter or section, and produce a source-bound release slice.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,live capture and outside-use evidence before deployment or validation claims,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3/index.html,no
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,7,2,7 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-prism-observatory-handoff-package-v1`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-prism-observatory-handoff-package-v1/index.html,no
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Flat structure; 01_GOVERNING_SOURCES/ + flattened live files: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,7,2,7 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-proper-handoff-package-pass-1`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-proper-handoff-package-pass-1/index.html,no
mb-redteamlab-packet1-proper-handoff-done,Most implementation-ready: .patch + full files + snapshot + SQL verification + validation,Most implementation-ready: .patch + full files + snapshot + SQL verification + validation,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Most implementation-ready: .patch + full files + snapshot + SQL verification + validation: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,7,4,7 source-application rows; 4 active passage contracts; 0 unlocated source candidates.,"Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `mb-redteamlab-packet1-proper-handoff-done`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-redteamlab-packet1-proper-handoff-done/index.html,no
mb-six-project-hardening-handoff-done-v1,52 MB cross-project governance pack; nested 55 MB original bundle preserved,52 MB cross-project governance pack; nested 55 MB original bundle preserved,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for 52 MB cross-project governance pack; nested 55 MB original bundle preserved: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,4,6 source-application rows; 4 active passage contracts; 0 unlocated source candidates.,"Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `mb-six-project-hardening-handoff-done-v1`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-six-project-hardening-handoff-done-v1/index.html,no
mb-speechwriting-handoff-packet,"25x25 matrix framework (Warning labels populated, cell content NOT)","25x25 matrix framework (Warning labels populated, cell content NOT)",master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for 25x25 matrix framework (Warning labels populated, cell content NOT): inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,4,6 source-application rows; 4 active passage contracts; 0 unlocated source candidates.,"Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `mb-speechwriting-handoff-packet`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-speechwriting-handoff-packet/index.html,no
native-aifailure-tax,AI Failure Taxonomy,AI Failure Taxonomy,method atlas / taxonomy,analytic method or human-AI evaluation module,analytic instrument build,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.","An instrument with input, rule or rubric, analyst action, scoring or classification output, replay log, falsifier, and evidence-bound acceptance criteria.","A usable instrument for AI Failure Taxonomy: sample input, analytic rule, analyst or model action, output, scoring or review gate, and falsification test.",source registry | output mapping | claim boundary | close-read queue,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,"Run the instrument on a sample input; verify rule application, output trace, scoring/review decision, falsifier, and claim ceiling.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the instrument contract for `native-aifailure-tax`, run the sample input through the rule/rubric, and capture the output and falsifier.","Add one classified example that travels through the taxonomy: observed failure or bias, category assignment, rival category, reviewer decision, and resulting mitigation.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,live capture and outside-use evidence before deployment or validation claims,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/native-aifailure-tax/index.html,no
native-aimodel-assess,AI Model Assessment,AI Model Assessment,AI assurance / analysis room,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for AI Model Assessment: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",source registry | output mapping | claim boundary | close-read queue,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,"Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `native-aimodel-assess`, reconcile source inventory, and render the promotion decision.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,live capture and outside-use evidence before deployment or validation claims,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/native-aimodel-assess/index.html,no
native-aiosintnarr,AI OSINT Narrative Analysis,AI OSINT Narrative Analysis,AI assurance / analysis room,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for AI OSINT Narrative Analysis: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",source registry | output mapping | claim boundary | close-read queue,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,"Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `native-aiosintnarr`, reconcile source inventory, and render the promotion decision.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,live capture and outside-use evidence before deployment or validation claims,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/native-aiosintnarr/index.html,no
native-hsanalysis,Homeland Security Analysis,Homeland Security Analysis,structured analysis room,analytic method or human-AI evaluation module,analytic instrument build,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.","An instrument with input, rule or rubric, analyst action, scoring or classification output, replay log, falsifier, and evidence-bound acceptance criteria.","A usable instrument for Homeland Security Analysis: sample input, analytic rule, analyst or model action, output, scoring or review gate, and falsification test.",baseline answer | structured review | human delta | confidence gate,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output","Run the instrument on a sample input; verify rule application, output trace, scoring/review decision, falsifier, and claim ceiling.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the instrument contract for `native-hsanalysis`, run the sample input through the rule/rubric, and capture the output and falsifier.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,live capture and outside-use evidence before deployment or validation claims,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/native-hsanalysis/index.html,no
native-wargaming,Alliance Crisis Wargaming,Alliance Crisis Wargaming,strategic simulation / planning tool,research project or professional workbench,source governance build,structured public page plus project-specific data packet and proof runner,"A reviewer can inspect what the project is, what it produces, what is built now, and what must be built next.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Alliance Crisis Wargaming: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",input fixture | operation trace | output artifact | review gate,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,"Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `native-wargaming`, reconcile source inventory, and render the promotion decision.","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,live capture and outside-use evidence before deployment or validation claims,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/native-wargaming/index.html,no
planning,"Development Process - how projects move from idea to built, reviewed work","Development Process - how projects move from idea to built, reviewed work",public project blueprint,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Development Process - how projects move from idea to built, reviewed work: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",source registry | output mapping | claim boundary | close-read queue,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,"Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `planning`, reconcile source inventory, and render the promotion decision.",Capture a concrete run trace or exported proof artifact for this project type; the project is currently more specified than demonstrated.,1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,live capture and outside-use evidence before deployment or validation claims,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/planning/index.html,no
regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)","Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",research workflow software,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western): one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,0,6 source-application rows; 0 active passage contracts; 0 unlocated source candidates.,"Carry 6 source-application role(s) into the first build release and convert the most load-bearing source into a close-read contract before any quotation, page-specific citation, or strong literature-positioning claim.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",87,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `regional-studies`, then execute the fixture-to-output workflow and capture the result.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/regional-studies/index.html,no
