implementation_id,project_id,engine_id,instrument_id,instrument_name,operation_type,operation_description,falsifier,implementation_sha256
analytical-methods-instrument-02-implementation,analytical-methods,analytical-methods-room-engine,analytical-methods-instrument-02,method-composition builder,scenario_replay,"Run a fixture or scenario through the room logic and preserve input, operation, output, and failure surface.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",e1513f85bdf3f44df1f61be41090164bcd2b22fecd60c09caf39ac92b51bc9a6
analytical-methods-instrument-03-implementation,analytical-methods,analytical-methods-room-engine,analytical-methods-instrument-03,task-method fit checker,scenario_replay,"Run a fixture or scenario through the room logic and preserve input, operation, output, and failure surface.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",abb55aab68035266e9e81dc691a0f264d0d3838f114a9f9516dd9ad874f7a25f
analytical-methods-instrument-04-implementation,analytical-methods,analytical-methods-room-engine,analytical-methods-instrument-04,baseline/method comparison,scenario_replay,"Run a fixture or scenario through the room logic and preserve input, operation, output, and failure surface.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",d2405208b3d11693595e5787030bbb8d227594b17249bbeafd2f1906c64b613e
analytical-methods-instrument-05-implementation,analytical-methods,analytical-methods-room-engine,analytical-methods-instrument-05,sequencing experiment ledger,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",a9a2c474c118d6185d95f657612ff874ca6d3b59280c7cb8cb5dc48be9670341
analytical-methods-instrument-06-implementation,analytical-methods,analytical-methods-room-engine,analytical-methods-instrument-06,human-AI collaboration result board,scenario_replay,"Run a fixture or scenario through the room logic and preserve input, operation, output, and failure surface.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",31215f99fcdb1de60579f9d67cd43a8a893189684da25829393ca788be51235d
native-capstone-quantitative-instrument-01-implementation,native-capstone-quantitative,native-capstone-quantitative-room-engine,native-capstone-quantitative-instrument-01,source registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",7a3306dfb0858b9fe5661b0d07e0a60b11f3806b5eef52c9c8184958ec1fb97b
native-capstone-quantitative-instrument-02-implementation,native-capstone-quantitative,native-capstone-quantitative-room-engine,native-capstone-quantitative-instrument-02,output mapping,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",52b5a698206cbc9fec315772392bef859a21496cc342651a46e80321611f1cbe
native-capstone-quantitative-instrument-03-implementation,native-capstone-quantitative,native-capstone-quantitative-room-engine,native-capstone-quantitative-instrument-03,claim boundary,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",518ec5c5d7d5741a7f1151049725485e3c1f1296b588dcdbb01854818b0ae27f
native-capstone-quantitative-instrument-04-implementation,native-capstone-quantitative,native-capstone-quantitative-room-engine,native-capstone-quantitative-instrument-04,close-read queue,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",e12cfc1d436926b159f48da7519e2f40f3eed029fd0625f236e8b4da4d17b91c
native-magnum-opus-instrument-01-implementation,native-magnum-opus,native-magnum-opus-room-engine,native-magnum-opus-instrument-01,corpus registry,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",7c90e405d0ad5c0c67b1d2ab6cbf242adb1399075273bf991a1e82ce8f66a626
native-magnum-opus-instrument-02-implementation,native-magnum-opus,native-magnum-opus-room-engine,native-magnum-opus-instrument-02,index and retrieval service,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",fd2de2e5528d7be0bd8d2073a834dabb49eee6d7c8d315b6f0fbeb202194bcc3
native-magnum-opus-instrument-03-implementation,native-magnum-opus,native-magnum-opus-room-engine,native-magnum-opus-instrument-03,passage trace viewer,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",790eb01968ce9caacf2cbd958d15b6539cb40c08f02f1a5df8fda97886ee8f34
native-magnum-opus-instrument-04-implementation,native-magnum-opus,native-magnum-opus-room-engine,native-magnum-opus-instrument-04,evidence scoring,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",63949a0322ec7395a2ce167228a6e7296bcd13c6778b95fffd5be89da9e51593
native-magnum-opus-instrument-05-implementation,native-magnum-opus,native-magnum-opus-room-engine,native-magnum-opus-instrument-05,negative-space detector,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",b53f79dc1eb0a95699c16d1d2ed95eaea2928f6b707664a3befc5e6002a2ecf9
native-magnum-opus-instrument-06-implementation,native-magnum-opus,native-magnum-opus-room-engine,native-magnum-opus-instrument-06,abstention policy,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",93290f0566bae2902033142fc71f5a5c6cbaa4aa2cc9a7d4b7274ac201280182
native-magnum-opus-instrument-07-implementation,native-magnum-opus,native-magnum-opus-room-engine,native-magnum-opus-instrument-07,citation/export boundary,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",073655780dac25b75b9b6d8d339aff2fd0621b26bab9b451524212ce4588c2f3
row10-instrument-01-implementation,row10,row10-room-engine,row10-instrument-01,SAT method registry,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",f865faf2db7babfe47c84107002affac293578ca5d50a708bc6c2a9420253740
row10-instrument-02-implementation,row10,row10-room-engine,row10-instrument-02,baseline AI output intake,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",a97ae9bb2312a960c22344063e7a2b35835b7854a81abfd6f16226793729312a
row10-instrument-03-implementation,row10,row10-room-engine,row10-instrument-03,structured review board,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",1050c0c0143e7ffb9f9f8186675e45d5c1e2c7be60947c2ec377b48d921c3b4e
row10-instrument-04-implementation,row10,row10-room-engine,row10-instrument-04,human correction ledger,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",4843a6f88870b76834e388f594088acb6f6493af9ecb46defea014b77ef0c1ac
row10-instrument-05-implementation,row10,row10-room-engine,row10-instrument-05,confidence delta tracker,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0bf9199bd79b0ff103b106da63c88482412a853cac8e97c5585028816c6a638a
row10-instrument-06-implementation,row10,row10-room-engine,row10-instrument-06,release decision gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",2542120508ca2cc0a49b2fe5ae632580b393433f4d56ecc1cd875cfbb1f662ae
algorithmic-active-measures-instrument-01-implementation,algorithmic-active-measures,algorithmic-active-measures-room-engine,algorithmic-active-measures-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c8fe8d75ac00c657cdf562cd72f26041f50ab30e2f0ba3646fe124db77714dcb
algorithmic-active-measures-instrument-02-implementation,algorithmic-active-measures,algorithmic-active-measures-room-engine,algorithmic-active-measures-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",220cc816c77219ac27261e37ff0c8c4e14a2f51923225a87ccb19c2b697ec0e7
algorithmic-active-measures-instrument-03-implementation,algorithmic-active-measures,algorithmic-active-measures-room-engine,algorithmic-active-measures-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",bb8a5ae46d0c5338080d74173bac3f5d84d6173764492ef96fe25559253af1ec
algorithmic-active-measures-instrument-04-implementation,algorithmic-active-measures,algorithmic-active-measures-room-engine,algorithmic-active-measures-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",d75e75fb3e0bd645b9bb935830aa5f2e337b54cc79298361ab030fb90217ffe0
native-murano-instrument-01-implementation,native-murano,native-murano-room-engine,native-murano-instrument-01,room registry,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",83453e2f9a115dd369dc385992c97f732d4f648eac4e7e18a90210556f58500d
native-murano-instrument-02-implementation,native-murano,native-murano-room-engine,native-murano-instrument-02,instrument registry,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",991e9e64ffdd7f90889f9b0c5b81639bf9916592694b0014c44d5111a25f3632
native-murano-instrument-03-implementation,native-murano,native-murano-room-engine,native-murano-instrument-03,state database,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",4d4c31be1884b77cac96df2d1c591421c11ded40acfe8342db28cabb0c3e740f
native-murano-instrument-04-implementation,native-murano,native-murano-room-engine,native-murano-instrument-04,agent or department handoff bus,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",fd107b1bb039c252099244c38c41f1cc66fa034589e3e8d4f6def634343b087f
native-murano-instrument-05-implementation,native-murano,native-murano-room-engine,native-murano-instrument-05,review gate,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",b0c17d9641fbd80ff84c14e6eff6c548ad7c08d917e293a137500a8617e30514
native-murano-instrument-06-implementation,native-murano,native-murano-room-engine,native-murano-instrument-06,export boundary,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",444e91be8de2f40af843d55891b0ee6af207943e4bcbe4e4bedd575dae3e7307
native-murano-instrument-07-implementation,native-murano,native-murano-room-engine,native-murano-instrument-07,project workstation template system,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",fecb304136be63760fb6eaa94416e46fc2186a1ed0f9ce340f1ec586918f84b2
row7-instrument-01-implementation,row7,row7-room-engine,row7-instrument-01,Observatory intake and problem decomposition,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",ec84b5b24da2eb8898a3924fe08e594b95ec6b341f6ae3b48cc25ac9b2eec761
row7-instrument-02-implementation,row7,row7-room-engine,row7-instrument-02,Scanner and source-field discovery,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",e9e4d196d870ef7dfee430f04046084e0368fa2a0baf091f0b5175cf6ae1327b
row7-instrument-03-implementation,row7,row7-room-engine,row7-instrument-03,Bridge mechanism-transfer mapper,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c8f43461f3bde226d6549ea5bf566ad33fe3b81a30e98496ea6b12d7c445ad46
row7-instrument-04-implementation,row7,row7-room-engine,row7-instrument-04,Cross-Pollination and XPol fit-pressure tester,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",a8cfa60d20da35ff0d48f5d6d33e3338f68cb34bd5b29f878e65a0a0ded3cdbb
row7-instrument-05-implementation,row7,row7-room-engine,row7-instrument-05,Incubator research-object builder,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",4d62804b19bccacdaa32a4ca313643f08c8bf4ab033326505a357196da114074
row7-instrument-06-implementation,row7,row7-room-engine,row7-instrument-06,Forge writing/export gate,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",e4d7d94412342ae980b3600624538057131acf41454976df0366e346e43be0e0
row7-instrument-07-implementation,row7,row7-room-engine,row7-instrument-07,stage-dependency stale-state engine,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",15cb0568bd3289ae80bbb60865b1d345b4b3b3e33803689e0b49a74b1a7aad48
mb-ci-career-conversation-handoff-done-instrument-01-implementation,mb-ci-career-conversation-handoff-done,mb-ci-career-conversation-handoff-done-room-engine,mb-ci-career-conversation-handoff-done-instrument-01,item registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",3d8fbad6e84c4e6fc5b834e40d26ee47944159bac2b5bf0de0a6764d20afc9e6
