project_id,product_name,project_class,final_object_type,owner_lane,closure_lane,production_state,production_complete,public_proof_surface_operational,harness_executes,regression_case_count,residual_required_slots,residual_present_slots,residual_missing_slots,residual_missing_files,blocking_gate_count,blocking_gates,blocking_gate_names,exclusion_reason,next_production_action
mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-fractal-keep-handoff-v1,Fractal Keep,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-hearthglass-handoff-v1,HearthGlass,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-ic-analyst-portfolio-handoff-pass1,IC analyst portfolio build kit; skill taxonomy S01-S26,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3,13 snapshot workbooks; 11-phase build scaffold - AI-assisted methods,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,manuscript_editorial_completion,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-individual-democratic-dialectic-final-handoff-done,IDDD Bibliographic Inventory,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-infragard-handoff,InfraGard preparatory note (minimal),software_or_instrument,retrieval or evidence-evaluation platform,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
mb-insinuationengineroom-handoff-done,Insinuation Engine,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
mb-internal-operating-support-001,Internal Operating Support Packet 001,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-002,Internal Operating Support Packet 002,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-003,Internal Operating Support Packet 003,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-004,Internal Operating Support Packet 004,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-005,Internal Operating Support Packet 005,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-006,Internal Operating Support Packet 006,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-007,Internal Operating Support Packet 007,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-008,Internal Operating Support Packet 008,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-009,Internal Operating Support Packet 009,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-010,Internal Operating Support Packet 010,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-011,Internal Operating Support Packet 011,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-012,Internal Operating Support Packet 012,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-013,Internal Operating Support Packet 013,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-014,Internal Operating Support Packet 014,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-015,Internal Operating Support Packet 015,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-016,Internal Operating Support Packet 016,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-017,Internal Operating Support Packet 017,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-018,Internal Operating Support Packet 018,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-019,Internal Operating Support Packet 019,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-020,Internal Operating Support Packet 020,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-021,Internal Operating Support Packet 021,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-022,Internal Operating Support Packet 022,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-023,Internal Operating Support Packet 023,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-024,Internal Operating Support Packet 024,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-025,Internal Operating Support Packet 025,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-026,Internal Operating Support Packet 026,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-027,Internal Operating Support Packet 027,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-028,Internal Operating Support Packet 028,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-029,Internal Operating Support Packet 029,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-030,Internal Operating Support Packet 030,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-031,Internal Operating Support Packet 031,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-032,Internal Operating Support Packet 032,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-033,Internal Operating Support Packet 033,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-034,Internal Operating Support Packet 034,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-035,Internal Operating Support Packet 035,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-036,Internal Operating Support Packet 036,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-narrative-furnace-handoff-pack-2026-04-14,Narrative Furnace,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-redteamlab-packet1-proper-handoff-done,Most implementation-ready: .patch + full files + snapshot + SQL verification + validation,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-redteamlab-proper-handoff-package-2026-04-14,Earliest pack; high-standard 3-column delta map,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-redteamlab-proper-handoff-zip-2026-04-14,Cumulative-patch consolidator (4 historical patch packs merged),source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),manuscript_or_publication,manuscript or editorial governance system,active_non_overlap,manuscript_editorial_completion,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-russia-intelligence-analysis-final-handoff,3-page Russia integrated-strategy assessment (V1-V4 convergence),source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-russia-security-handoff-packet-done,CARE framework gray-zone counter-strategy + red-team critique,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-russian-reference-handoff-final,100-item ranked bibliography with verification levels A/B/C x core/extended,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-six-project-hardening-handoff-done-v1,52 MB cross-project governance pack; nested 55 MB original bundle preserved,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-sophisticated-expression-lexicon-handoff,"50-entry curated arsenal (of planned 1,000)",source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-speechwriting-handoff-packet,"25x25 matrix framework (Warning labels populated, cell content NOT)",source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-the-interval-chamber-of-refraction-handoff-v1,Interval Chamber of Refraction,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-visible-chat-handoff-package,Russian-studies bibliography + reflexive meta-analysis session,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-africa,Colonial Encounter in Africa,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-aifailure-tax,AI Failure Taxonomy,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aigov-nav,AI Governance Navigator,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aiintel-cycle,AI Intelligence Cycle,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aiknowledge-prod,AI Knowledge Production,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aimodel-assess,AI Model Assessment,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aiosintnarr,AI OSINT Narrative Analysis,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aiprompt-eng,AI Prompt Engineering,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-aishared-instruments,AI Shared Instruments,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-amfp,Washington-Jefferson Era Foreign Policy,portfolio_project,portfolio room or research surface,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-analyst-assurance-desk,Analyst Assurance Desk,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-applied-history-lab,Applied History Lab,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-atanalysis,Analysis Tradecraft,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-berlin,Berlin Occupation Zones and Refugee Crisis,software_or_instrument,retrieval or evidence-evaluation platform,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-cicc,ICC Complementarity Case Room,portfolio_project,portfolio room or research surface,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-cmanalysis,Collection Management Analysis,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-crusades,Crusades and Mediterranean Order,portfolio_project,portfolio room or research surface,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-cyanalysis,Cyber Analysis,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-ddianalysis,Directorate Analysis Method,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
