project_id,closure_lane,slot_id,required_file,proves,status
row6,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
row6,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
row6,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
row6,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
cognitive-warfare,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
cognitive-warfare,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
cognitive-warfare,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
cognitive-warfare,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
historical-studies,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
historical-studies,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
historical-studies,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
historical-studies,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
ir-lexicon,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
ir-lexicon,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
ir-lexicon,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
ir-lexicon,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
native-africa,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
native-africa,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
native-africa,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
native-africa,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
native-east-asia,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
native-east-asia,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
native-east-asia,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
native-east-asia,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
native-mideast,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
native-mideast,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
native-mideast,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
native-mideast,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
native-mongol,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
native-mongol,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
native-mongol,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
native-mongol,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
native-western,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
native-western,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
native-western,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
native-western,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
russia-desk,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
russia-desk,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
russia-desk,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
russia-desk,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
analytical-methodology,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
analytical-methodology,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
analytical-methodology,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
analytical-methodology,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
regional-studies,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
regional-studies,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
regional-studies,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
regional-studies,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
decision-advantage-system,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
decision-advantage-system,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
decision-advantage-system,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
decision-advantage-system,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
mb-dialectic-engine-room-pass1-handoff,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
mb-dialectic-engine-room-pass1-handoff,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
mb-dialectic-engine-room-pass1-handoff,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
mb-dialectic-engine-room-pass1-handoff,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
native-russia-security-desk,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
native-russia-security-desk,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
native-russia-security-desk,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
native-russia-security-desk,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
mb-infragard-handoff,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
mb-infragard-handoff,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
mb-infragard-handoff,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
mb-infragard-handoff,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
mb-insinuationengineroom-handoff-done,runtime_deployment_validation,desktop_screenshot,desktop_screenshot.png,Desktop viewport renders the runtime surface and output without layout failure.,missing
mb-insinuationengineroom-handoff-done,runtime_deployment_validation,mobile_screenshot,mobile_screenshot.png,Mobile viewport renders the runtime surface and output without layout failure.,missing
mb-insinuationengineroom-handoff-done,runtime_deployment_validation,hosted_deployment_smoke,hosted_deployment_smoke.json,Uploaded route returns HTTP 200 and the route can fetch required artifacts.,missing
mb-insinuationengineroom-handoff-done,runtime_deployment_validation,reviewer_validation_note,reviewer_validation_note.md,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the runtime result.",missing
mb-nik-handoff-v1,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-nik-handoff-v1,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-nik-handoff-v1,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-nik-handoff-v1,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-russia-intelligence-analysis-final-handoff,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-russia-intelligence-analysis-final-handoff,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-russia-intelligence-analysis-final-handoff,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-russia-intelligence-analysis-final-handoff,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-russian-reference-handoff-final,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-russian-reference-handoff-final,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-russian-reference-handoff-final,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-russian-reference-handoff-final,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-visible-chat-handoff-package,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-visible-chat-handoff-package,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-visible-chat-handoff-package,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-visible-chat-handoff-package,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-aigov-nav,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-aigov-nav,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-aigov-nav,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-aigov-nav,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-aiintel-cycle,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-aiintel-cycle,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-aiintel-cycle,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-aiintel-cycle,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-aiknowledge-prod,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-aiknowledge-prod,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-aiknowledge-prod,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-aiknowledge-prod,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-aishared-instruments,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-aishared-instruments,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-aishared-instruments,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-aishared-instruments,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-cicc,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-cicc,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-cicc,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-cicc,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-crusades,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-crusades,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-crusades,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-crusades,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-peace,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-peace,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-peace,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-peace,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-war-theory,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-war-theory,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-war-theory,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-war-theory,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
cognitive-firewall-instruments,publication_readiness_review,full_manuscript_review,full_manuscript_review.md,The full manuscript was reviewed for completeness.,missing
cognitive-firewall-instruments,publication_readiness_review,source_verification_matrix,source_verification_matrix.csv,Citation and claim support are reconciled.,missing
cognitive-firewall-instruments,publication_readiness_review,submission_format_check,submission_format_check.md,The package conforms to target venue or submission expectations.,missing
cognitive-firewall-instruments,publication_readiness_review,venue_or_reviewer_feedback,venue_or_reviewer_feedback.md,"External venue, advisor, or reviewer feedback is captured.",missing
master-bundle-atlas,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
master-bundle-atlas,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
master-bundle-atlas,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
master-bundle-atlas,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-amfp,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-amfp,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-amfp,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-amfp,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-trilogy-showcase,manuscript_editorial_completion,revised_final_text,revised_final_text.md,"The manuscript section exists as finished prose, not scaffold or audit copy.",missing
native-trilogy-showcase,manuscript_editorial_completion,argument_continuity_check,argument_continuity_check.md,"Argument sequence, transitions, and claims are coherent.",missing
native-trilogy-showcase,manuscript_editorial_completion,style_register_review,style_register_review.md,Final prose meets the intended register and does not contain process language.,missing
native-trilogy-showcase,manuscript_editorial_completion,source_note_resolution,source_note_resolution.md,"Open source notes are resolved, demoted, or explicitly retained.",missing
native-trilogy-showcase-atlas,manuscript_editorial_completion,revised_final_text,revised_final_text.md,"The manuscript section exists as finished prose, not scaffold or audit copy.",missing
native-trilogy-showcase-atlas,manuscript_editorial_completion,argument_continuity_check,argument_continuity_check.md,"Argument sequence, transitions, and claims are coherent.",missing
native-trilogy-showcase-atlas,manuscript_editorial_completion,style_register_review,style_register_review.md,Final prose meets the intended register and does not contain process language.,missing
native-trilogy-showcase-atlas,manuscript_editorial_completion,source_note_resolution,source_note_resolution.md,"Open source notes are resolved, demoted, or explicitly retained.",missing
reflexive-control-chamber,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
reflexive-control-chamber,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
reflexive-control-chamber,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
reflexive-control-chamber,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
row2,publication_readiness_review,full_manuscript_review,full_manuscript_review.md,The full manuscript was reviewed for completeness.,missing
row2,publication_readiness_review,source_verification_matrix,source_verification_matrix.csv,Citation and claim support are reconciled.,missing
row2,publication_readiness_review,submission_format_check,submission_format_check.md,The package conforms to target venue or submission expectations.,missing
row2,publication_readiness_review,venue_or_reviewer_feedback,venue_or_reviewer_feedback.md,"External venue, advisor, or reviewer feedback is captured.",missing
trilogy,manuscript_editorial_completion,revised_final_text,revised_final_text.md,"The manuscript section exists as finished prose, not scaffold or audit copy.",missing
trilogy,manuscript_editorial_completion,argument_continuity_check,argument_continuity_check.md,"Argument sequence, transitions, and claims are coherent.",missing
trilogy,manuscript_editorial_completion,style_register_review,style_register_review.md,Final prose meets the intended register and does not contain process language.,missing
trilogy,manuscript_editorial_completion,source_note_resolution,source_note_resolution.md,"Open source notes are resolved, demoted, or explicitly retained.",missing
bias-atlas,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
bias-atlas,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
bias-atlas,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
bias-atlas,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
genocide-lab,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
genocide-lab,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
genocide-lab,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
genocide-lab,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3,manuscript_editorial_completion,revised_final_text,revised_final_text.md,"The manuscript section exists as finished prose, not scaffold or audit copy.",missing
mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3,manuscript_editorial_completion,argument_continuity_check,argument_continuity_check.md,"Argument sequence, transitions, and claims are coherent.",missing
mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3,manuscript_editorial_completion,style_register_review,style_register_review.md,Final prose meets the intended register and does not contain process language.,missing
mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3,manuscript_editorial_completion,source_note_resolution,source_note_resolution.md,"Open source notes are resolved, demoted, or explicitly retained.",missing
native-aifailure-tax,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-aifailure-tax,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-aifailure-tax,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-aifailure-tax,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-aimodel-assess,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-aimodel-assess,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-aimodel-assess,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-aimodel-assess,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-aiosintnarr,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-aiosintnarr,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-aiosintnarr,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-aiosintnarr,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
