project_id,product_name,final_object_type,owner_lane,exclusion_reason
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-murano-room-handoff-v1,Room template v1,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-glassworksofcorrespondence-handoff-v0-1,Glassworks of Correspondence,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-lossless-room-master-handoff-v1,Room Master (constitution),research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-handoff-hardened-2026-04-15,"Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines)",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18,"Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine)",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-handoff-package-v1-2026-04-11,Only one with V1_ROOM_CONSTITUTION.md,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces × 10 modes; claim-evidence-confidence governance,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
mb-sat-handoff-v1,Canonical SAT dedup: 106 techniques normalized across 11 catalogues,source governance or packet-routing system,excluded_other_chat,SAT Studio
native-aisatvis,AI Structured Analysis Visualization,source governance or packet-routing system,excluded_other_chat,SAT Studio
native-capstone-defense,Cognitive Firewalls Capstone Defense,source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
native-capstone-defense-noland,Cognitive Firewalls Defense Room,source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
native-capstone-quantitative,Quantitative Capstone Workbench,source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
native-cianalysis,Counterintelligence Analysis,analytic method or human-AI evaluation module,excluded_other_chat,explicitly excluded by user ownership boundary
native-coanalysis,Counterintelligence Operations Analysis,analytic method or human-AI evaluation module,excluded_other_chat,explicitly excluded by user ownership boundary
native-iscproposals,Counterintelligence Surveillance Framework,research project or professional workbench,excluded_other_chat,CI / CT family
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,local scholarly retrieval and evidence-warrant software,excluded_other_chat,explicitly excluded by user ownership boundary
native-murano,MuranoOS Research Operating Environment,local research operating system / workstation builder,excluded_other_chat,explicitly excluded by user ownership boundary
native-poison-rag,Retrieval Integrity And Poison-RAG Evaluation Harness,adversarial retrieval-security evaluation platform,excluded_other_chat,explicitly excluded by user ownership boundary
native-portfolio-index,Full Project Catalogue,source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
planning,"Development Process - how projects move from idea to built, reviewed work",source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
poison-rag-defense-annex,Adversarial Evidence Corruption Technical Annex Harness,future-work technical evaluation architecture,excluded_other_chat,explicitly excluded by user ownership boundary
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
row10,Structured Human-AI Analyst Workstation,human-in-the-loop analytic workstation,excluded_other_chat,explicitly excluded by user ownership boundary
row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,retrieval or evidence-evaluation platform,excluded_other_chat,explicitly excluded by user ownership boundary
row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,retrieval or evidence-evaluation platform,excluded_other_chat,explicitly excluded by user ownership boundary
row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),retrieval or evidence-evaluation platform,excluded_other_chat,Poison-RAG / defensive retrieval
row7,Nexus Research Pipeline,reusable research-pipeline software,excluded_other_chat,explicitly excluded by user ownership boundary
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,analytic method or human-AI evaluation module,excluded_other_chat,explicitly excluded by user ownership boundary
structured-analysis-toolkit,Structured Techniques Toolkit - authoring and refinement workspace for disciplined analytic instruments,retrieval or evidence-evaluation platform,excluded_other_chat,SAT Studio
warrant-chamber,Source & Evidence Review - tracking what supports each claim and what still needs review,research workflow software module,excluded_other_chat,explicitly excluded by user ownership boundary
