project_id,project_class,production_state,closure_lane,blocking_gate_count,pack_href,runbook_href,next_production_action
mb-gotham-lossless-replacement-archive-2026-04-15,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-gotham-lossless-replacement-archive-2026-04-15/index.html,packs/mb-gotham-lossless-replacement-archive-2026-04-15/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-hearthglass-handoff-v1,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-hearthglass-handoff-v1/index.html,packs/mb-hearthglass-handoff-v1/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-ic-analyst-portfolio-handoff-pass1,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-ic-analyst-portfolio-handoff-pass1/index.html,packs/mb-ic-analyst-portfolio-handoff-pass1/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3,software_or_instrument,production_complete,manuscript_editorial_completion,0,packs/mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3/index.html,packs/mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-individual-democratic-dialectic-final-handoff-done,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-individual-democratic-dialectic-final-handoff-done/index.html,packs/mb-individual-democratic-dialectic-final-handoff-done/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-infragard-handoff,software_or_instrument,production_complete,runtime_deployment_validation,0,packs/mb-infragard-handoff/index.html,packs/mb-infragard-handoff/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-insinuationengineroom-handoff-done,source_or_evidence_system,production_complete,runtime_deployment_validation,0,packs/mb-insinuationengineroom-handoff-done/index.html,packs/mb-insinuationengineroom-handoff-done/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-001,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-001/index.html,packs/mb-internal-operating-support-001/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-002,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-002/index.html,packs/mb-internal-operating-support-002/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-003,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-003/index.html,packs/mb-internal-operating-support-003/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-004,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-004/index.html,packs/mb-internal-operating-support-004/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-005,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-005/index.html,packs/mb-internal-operating-support-005/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-006,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-006/index.html,packs/mb-internal-operating-support-006/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-007,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-007/index.html,packs/mb-internal-operating-support-007/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-008,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-008/index.html,packs/mb-internal-operating-support-008/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-009,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-009/index.html,packs/mb-internal-operating-support-009/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-010,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-010/index.html,packs/mb-internal-operating-support-010/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-011,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-011/index.html,packs/mb-internal-operating-support-011/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-012,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-012/index.html,packs/mb-internal-operating-support-012/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-013,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-013/index.html,packs/mb-internal-operating-support-013/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-014,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-014/index.html,packs/mb-internal-operating-support-014/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-015,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-015/index.html,packs/mb-internal-operating-support-015/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-016,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-016/index.html,packs/mb-internal-operating-support-016/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-017,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-017/index.html,packs/mb-internal-operating-support-017/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-018,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-018/index.html,packs/mb-internal-operating-support-018/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-019,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-019/index.html,packs/mb-internal-operating-support-019/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-020,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-020/index.html,packs/mb-internal-operating-support-020/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-021,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-021/index.html,packs/mb-internal-operating-support-021/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-022,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-022/index.html,packs/mb-internal-operating-support-022/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-023,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-023/index.html,packs/mb-internal-operating-support-023/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-024,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-024/index.html,packs/mb-internal-operating-support-024/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-025,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-025/index.html,packs/mb-internal-operating-support-025/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-026,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-026/index.html,packs/mb-internal-operating-support-026/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-027,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-027/index.html,packs/mb-internal-operating-support-027/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-028,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-028/index.html,packs/mb-internal-operating-support-028/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-029,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-029/index.html,packs/mb-internal-operating-support-029/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-030,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-030/index.html,packs/mb-internal-operating-support-030/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-031,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-031/index.html,packs/mb-internal-operating-support-031/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-032,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-032/index.html,packs/mb-internal-operating-support-032/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-033,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-033/index.html,packs/mb-internal-operating-support-033/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-034,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-034/index.html,packs/mb-internal-operating-support-034/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-035,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-035/index.html,packs/mb-internal-operating-support-035/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-internal-operating-support-036,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-internal-operating-support-036/index.html,packs/mb-internal-operating-support-036/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-isc-symposium-command-room-handoff-pass3-done,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-isc-symposium-command-room-handoff-pass3-done/index.html,packs/mb-isc-symposium-command-room-handoff-pass3-done/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-narrative-furnace-handoff-pack-2026-04-14,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-narrative-furnace-handoff-pack-2026-04-14/index.html,packs/mb-narrative-furnace-handoff-pack-2026-04-14/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-nik-handoff-v1,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-nik-handoff-v1/index.html,packs/mb-nik-handoff-v1/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-redteamlab-packet1-proper-handoff-done,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-redteamlab-packet1-proper-handoff-done/index.html,packs/mb-redteamlab-packet1-proper-handoff-done/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-redteamlab-proper-handoff-package-2026-04-14,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-redteamlab-proper-handoff-package-2026-04-14/index.html,packs/mb-redteamlab-proper-handoff-package-2026-04-14/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-redteamlab-proper-handoff-zip-2026-04-14,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-redteamlab-proper-handoff-zip-2026-04-14/index.html,packs/mb-redteamlab-proper-handoff-zip-2026-04-14/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-rfp-handoff-ch01-02-done,manuscript_or_publication,production_complete,manuscript_editorial_completion,0,packs/mb-rfp-handoff-ch01-02-done/index.html,packs/mb-rfp-handoff-ch01-02-done/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-russia-intelligence-analysis-final-handoff,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-russia-intelligence-analysis-final-handoff/index.html,packs/mb-russia-intelligence-analysis-final-handoff/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-russia-security-handoff-packet-done,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-russia-security-handoff-packet-done/index.html,packs/mb-russia-security-handoff-packet-done/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-russian-reference-handoff-final,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-russian-reference-handoff-final/index.html,packs/mb-russian-reference-handoff-final/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-six-project-hardening-handoff-done-v1,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-six-project-hardening-handoff-done-v1/index.html,packs/mb-six-project-hardening-handoff-done-v1/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-sophisticated-expression-lexicon-handoff,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-sophisticated-expression-lexicon-handoff/index.html,packs/mb-sophisticated-expression-lexicon-handoff/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-speechwriting-handoff-packet,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-speechwriting-handoff-packet/index.html,packs/mb-speechwriting-handoff-packet/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-the-interval-chamber-of-refraction-handoff-v1,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-the-interval-chamber-of-refraction-handoff-v1/index.html,packs/mb-the-interval-chamber-of-refraction-handoff-v1/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-ukraine-handoff-packet,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-ukraine-handoff-packet/index.html,packs/mb-ukraine-handoff-packet/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-visible-chat-handoff-package,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-visible-chat-handoff-package/index.html,packs/mb-visible-chat-handoff-package/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
mb-wargaming-handoff-pass1,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/mb-wargaming-handoff-pass1/index.html,packs/mb-wargaming-handoff-pass1/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-africa,software_or_instrument,production_complete,runtime_deployment_validation,0,packs/native-africa/index.html,packs/native-africa/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aifailure-tax,software_or_instrument,production_complete,live_case_calibration,0,packs/native-aifailure-tax/index.html,packs/native-aifailure-tax/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aigov-nav,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/native-aigov-nav/index.html,packs/native-aigov-nav/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aiintel-cycle,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/native-aiintel-cycle/index.html,packs/native-aiintel-cycle/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aiknowledge-prod,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/native-aiknowledge-prod/index.html,packs/native-aiknowledge-prod/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aimodel-assess,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/native-aimodel-assess/index.html,packs/native-aimodel-assess/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aiosintnarr,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/native-aiosintnarr/index.html,packs/native-aiosintnarr/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aiprompt-eng,source_or_evidence_system,production_complete,runtime_deployment_validation,0,packs/native-aiprompt-eng/index.html,packs/native-aiprompt-eng/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-aishared-instruments,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/native-aishared-instruments/index.html,packs/native-aishared-instruments/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-amfp,portfolio_project,production_complete,source_verification_external_review,0,packs/native-amfp/index.html,packs/native-amfp/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-analyst-assurance-desk,software_or_instrument,production_complete,runtime_deployment_validation,0,packs/native-analyst-assurance-desk/index.html,packs/native-analyst-assurance-desk/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-applied-history-lab,source_or_evidence_system,production_complete,source_verification_external_review,0,packs/native-applied-history-lab/index.html,packs/native-applied-history-lab/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-atanalysis,software_or_instrument,production_complete,live_case_calibration,0,packs/native-atanalysis/index.html,packs/native-atanalysis/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-berlin,software_or_instrument,production_complete,runtime_deployment_validation,0,packs/native-berlin/index.html,packs/native-berlin/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-cicc,portfolio_project,production_complete,source_verification_external_review,0,packs/native-cicc/index.html,packs/native-cicc/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-cmanalysis,software_or_instrument,production_complete,live_case_calibration,0,packs/native-cmanalysis/index.html,packs/native-cmanalysis/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-crusades,portfolio_project,production_complete,source_verification_external_review,0,packs/native-crusades/index.html,packs/native-crusades/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-cyanalysis,software_or_instrument,production_complete,live_case_calibration,0,packs/native-cyanalysis/index.html,packs/native-cyanalysis/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-ddianalysis,software_or_instrument,production_complete,live_case_calibration,0,packs/native-ddianalysis/index.html,packs/native-ddianalysis/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-east-asia,software_or_instrument,production_complete,runtime_deployment_validation,0,packs/native-east-asia/index.html,packs/native-east-asia/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-emt,portfolio_project,production_complete,source_verification_external_review,0,packs/native-emt/index.html,packs/native-emt/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-etanalysis,software_or_instrument,production_complete,live_case_calibration,0,packs/native-etanalysis/index.html,packs/native-etanalysis/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-fwanalysis,software_or_instrument,production_complete,live_case_calibration,0,packs/native-fwanalysis/index.html,packs/native-fwanalysis/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-habitat,portfolio_project,production_complete,source_verification_external_review,0,packs/native-habitat/index.html,packs/native-habitat/PRODUCTION_COMPLETION_RUNBOOK.md,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
