project_id,project,engine_file,source_role,source_use,candidate_title,candidate_author,candidate_routed_use,verification_limit,proof_step_supported,claim_boundary
poison-rag-defense-annex,Adversarial Evidence Corruption And Poison-RAG Defense Annex,annex_source_engine.html,attack taxonomy,LLM security and adversarial ML sources define attack families.,"Artificial Intelligence, Management and Trust",Mariusz Sołtysik & Magda Gawłowska & Bartlomiej Sniezynski & Artur Gunia,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare an attack condition and contaminated retrieval path. / Generate a model-output and human-validation trace.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
poison-rag-defense-annex,Adversarial Evidence Corruption And Poison-RAG Defense Annex,annex_source_engine.html,evaluation design,experimental-design and reliability sources govern what a future test would need to show.,Deception: Counterdeception and Counterintelligence,Robert M. Clark & William L. Mitchell,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare an attack condition and contaminated retrieval path. / Generate a model-output and human-validation trace.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
poison-rag-defense-annex,Adversarial Evidence Corruption And Poison-RAG Defense Annex,annex_source_engine.html,evaluation design,experimental-design and reliability sources govern what a future test would need to show.,The Oxford Handbook of AI Governance,Justin B. Bullock & Yu-Che Chen & Johannes Himmelreich & Valerie M. Hudson & Anton Korinek & Matthew M. Young & Baobao Zhang,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare an attack condition and contaminated retrieval path. / Generate a model-output and human-validation trace.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
poison-rag-defense-annex,Adversarial Evidence Corruption And Poison-RAG Defense Annex,annex_source_engine.html,evaluation design,experimental-design and reliability sources govern what a future test would need to show.,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Evgeny Pashentsev,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare an attack condition and contaminated retrieval path. / Generate a model-output and human-validation trace.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
poison-rag-defense-annex,Adversarial Evidence Corruption And Poison-RAG Defense Annex,annex_source_engine.html,evaluation design,experimental-design and reliability sources govern what a future test would need to show.,"Artificial Intelligence, Management and Trust",Mariusz Sołtysik & Magda Gawłowska & Bartlomiej Sniezynski & Artur Gunia,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare an attack condition and contaminated retrieval path. / Generate a model-output and human-validation trace.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,corpus authority,bibliographic and source-criticism practices govern what enters the corpus.,Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,Arpad Palfy,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,corpus authority,bibliographic and source-criticism practices govern what enters the corpus.,Libraries of the Mind,William Marx,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,corpus authority,bibliographic and source-criticism practices govern what enters the corpus.,Intelligence and Information Policy for National Security: Key Terms and Concepts,Jan Goldman & Susan Maret,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,corpus authority,bibliographic and source-criticism practices govern what enters the corpus.,Encyclopedia of GIS,Shashi Shekhar,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,retrieval method,"information-retrieval literature governs retrieval, ranking, and evidence trace.",Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,Arpad Palfy,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,retrieval method,"information-retrieval literature governs retrieval, ranking, and evidence trace.",Libraries of the Mind,William Marx,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,retrieval method,"information-retrieval literature governs retrieval, ranking, and evidence trace.",Intelligence and Information Policy for National Security: Key Terms and Concepts,Jan Goldman & Susan Maret,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,retrieval method,"information-retrieval literature governs retrieval, ranking, and evidence trace.",Encyclopedia of GIS,Shashi Shekhar,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,claim support,"citation and warrant logic govern whether an answer is supported, weak, contradicted, or must abstain.",Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,Arpad Palfy,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,claim support,"citation and warrant logic govern whether an answer is supported, weak, contradicted, or must abstain.",Libraries of the Mind,William Marx,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,claim support,"citation and warrant logic govern whether an answer is supported, weak, contradicted, or must abstain.",Intelligence and Information Policy for National Security: Key Terms and Concepts,Jan Goldman & Susan Maret,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-magnum-opus,Magnum Opus Scholarly Retrieval System,magnum_opus_source_engine.html,claim support,"citation and warrant logic govern whether an answer is supported, weak, contradicted, or must abstain.",Encyclopedia of GIS,Shashi Shekhar,"source basis for source identity, retrieval trace, evidence role labeling, and abstention boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Admit a source with identity and duplicate-risk state. / Run a query and display candidate evidence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,workflow state,workflow and local-first software ideas govern how work persists across rooms.,The Oxford Handbook of Cyberpsychology,Alison Attrill-Smith & CHRIS FULLWOOD & MELANIE KEEP & Daria J. Kuss,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,workflow state,workflow and local-first software ideas govern how work persists across rooms.,Routledge Handbook of International Organization,Bob Reinalda,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,workflow state,workflow and local-first software ideas govern how work persists across rooms.,Hybrid Intelligence for Image Analysis and Understanding,Siddhartha Bhattacharyya & Indrajit Pan & Anirban Mukherjee & Paramartha Dutta,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,workflow state,workflow and local-first software ideas govern how work persists across rooms.,The Handbook of Communication Skills,Owen Hargie,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,expert system design,human-computer interaction and knowledge-work sources govern instrument usability.,The Oxford Handbook of Cyberpsychology,Alison Attrill-Smith & CHRIS FULLWOOD & MELANIE KEEP & Daria J. Kuss,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
